"BARRIO","DISTRITO","NACION","HOMBRES","MUJERES","TOTAL"
"CISNEO ALTO-SANTA MARIA DE GRACIA","MACARENA","EXTRANJEROS",3,3,6
"CISNEO ALTO-SANTA MARIA DE GRACIA","MACARENA","TOTAL POBLACION",19,13,32
"CIUDAD JARDIN","NERVION","ESPAÑOLES",28,46,74
"CIUDAD JARDIN","NERVION","EXTRANJEROS",4,4,8
"CIUDAD JARDIN","NERVION","TOTAL POBLACION",32,50,82
"COLORES, ENTREPARQUES","ESTE","ESPAÑOLES",404,412,816
"COLORES, ENTREPARQUES","ESTE","EXTRANJEROS",18,34,52
"COLORES, ENTREPARQUES","ESTE","TOTAL POBLACION",422,446,868
"CONSOLACION","NORTE","ESPAÑOLES",66,76,142
"CONSOLACION","NORTE","EXTRANJEROS",4,10,14
"CONSOLACION","NORTE","TOTAL POBLACION",70,86,156
"CRUZ ROJA-CAPUCHINOS","MACARENA","ESPAÑOLES",55,61,116
"CRUZ ROJA-CAPUCHINOS","MACARENA","EXTRANJEROS",6,8,14
"CRUZ ROJA-CAPUCHINOS","MACARENA","TOTAL POBLACION",61,69,130
"DOCTOR BARRAQUER-GRUPO RENFE-POLICLINICO","MACARENA","ESPAÑOLES",65,61,126
"DOCTOR BARRAQUER-GRUPO RENFE-POLICLINICO","MACARENA","EXTRANJEROS",11,11,22
"DOCTOR BARRAQUER-GRUPO RENFE-POLICLINICO","MACARENA","TOTAL POBLACION",76,72,148
"EL CARMEN","MACARENA","ESPAÑOLES",8,15,23
"EL CARMEN","MACARENA","EXTRANJEROS",3,1,4
"EL CARMEN","MACARENA","TOTAL POBLACION",11,16,27
"EL CEREZO","MACARENA","ESPAÑOLES",32,34,66
"EL CEREZO","MACARENA","EXTRANJEROS",15,23,38
"EL CEREZO","MACARENA","TOTAL POBLACION",47,57,104
"EL CERRO","CERRO-AMATE","ESPAÑOLES",110,117,227
"EL CERRO","CERRO-AMATE","EXTRANJEROS",22,19,41
"EL CERRO","CERRO-AMATE","TOTAL POBLACION",132,136,268
"EL FONTANAL-MARIA AUXILIADORA-CARRETERA DE CARMONA","S. PABLO-STA. JUSTA","ESPAÑOLES",57,47,104
"EL FONTANAL-MARIA AUXILIADORA-CARRETERA DE CARMONA","S. PABLO-STA. JUSTA","EXTRANJEROS",6,4,10
"EL FONTANAL-MARIA AUXILIADORA-CARRETERA DE CARMONA","S. PABLO-STA. JUSTA","TOTAL POBLACION",63,51,114
"EL GORDILLO","NORTE","ESPAÑOLES",9,8,17
"EL GORDILLO","NORTE","EXTRANJEROS",1,0,1
"EL GORDILLO","NORTE","TOTAL POBLACION",10,8,18
"EL JUNCAL-HISPALIS","SUR","ESPAÑOLES",49,59,108
"EL JUNCAL-HISPALIS","SUR","EXTRANJEROS",12,15,27
"EL JUNCAL-HISPALIS","SUR","TOTAL POBLACION",61,74,135
"EL PLANTINAR","SUR","ESPAÑOLES",59,54,113
"EL PLANTINAR","SUR","EXTRANJEROS",8,13,21
"EL PLANTINAR","SUR","TOTAL POBLACION",67,67,134
"EL PORVENIR","SUR","ESPAÑOLES",64,66,130
"EL PORVENIR","SUR","EXTRANJEROS",5,14,19
"EL PORVENIR","SUR","TOTAL POBLACION",69,80,149
"EL PRADO-PARQUE MARIA LUISA","SUR","ESPAÑOLES",17,20,37
"EL PRADO-PARQUE MARIA LUISA","SUR","EXTRANJEROS",0,2,2
"EL PRADO-PARQUE MARIA LUISA","SUR","TOTAL POBLACION",17,22,39
"EL ROCIO","MACARENA","ESPAÑOLES",25,35,60
"EL ROCIO","MACARENA","EXTRANJEROS",13,15,28
"EL ROCIO","MACARENA","TOTAL POBLACION",38,50,88
"EL TARDON-EL CARMEN","TRIANA","ESPAÑOLES",104,109,213
"EL TARDON-EL CARMEN","TRIANA","EXTRANJEROS",11,12,23
"EL TARDON-EL CARMEN","TRIANA","TOTAL POBLACION",115,121,236
"EL TORREJON","MACARENA","ESPAÑOLES",11,13,24
"EL TORREJON","MACARENA","EXTRANJEROS",8,4,12
"EL TORREJON","MACARENA","TOTAL POBLACION",19,17,36
"ELCANO-BERMEJALES","BELLAVISTA-LA PALMERA","ESPAÑOLES",153,164,317
"ELCANO-BERMEJALES","BELLAVISTA-LA PALMERA","EXTRANJEROS",7,16,23
"ELCANO-BERMEJALES","BELLAVISTA-LA PALMERA","TOTAL POBLACION",160,180,340
"ENCARNACI¿N-REGINA","CASCO ANTIGUO","ESPAÑOLES",47,72,119
"ENCARNACI¿N-REGINA","CASCO ANTIGUO","EXTRANJEROS",7,12,19
"ENCARNACI¿N-REGINA","CASCO ANTIGUO","TOTAL POBLACION",54,84,138
"FELIPE II-LOS DIEZ MANDAMIENTOS","SUR","ESPAÑOLES",17,18,35
"FELIPE II-LOS DIEZ MANDAMIENTOS","SUR","EXTRANJEROS",4,5,9
"FELIPE II-LOS DIEZ MANDAMIENTOS","SUR","TOTAL POBLACION",21,23,44
"FERIA","CASCO ANTIGUO","ESPAÑOLES",101,102,203
"FERIA","CASCO ANTIGUO","EXTRANJEROS",11,19,30
"FERIA","CASCO ANTIGUO","TOTAL POBLACION",112,121,233
"GIRALDA SUR","SUR","ESPAÑOLES",44,48,92
"GIRALDA SUR","SUR","EXTRANJEROS",2,10,12
"GIRALDA SUR","SUR","TOTAL POBLACION",46,58,104
"HELIOPOLIS","BELLAVISTA-LA PALMERA","ESPAÑOLES",25,25,50
"HELIOPOLIS","BELLAVISTA-LA PALMERA","EXTRANJEROS",0,1,1
"HELIOPOLIS","BELLAVISTA-LA PALMERA","TOTAL POBLACION",25,26,51
"HERMANDADES-LA CARRASCA","MACARENA","ESPAÑOLES",60,61,121
"HERMANDADES-LA CARRASCA","MACARENA","EXTRANJEROS",13,19,32
"HERMANDADES-LA CARRASCA","MACARENA","TOTAL POBLACION",73,80,153
"HUERTA DE LA SALUD","SUR","ESPAÑOLES",77,51,128
"HUERTA DE LA SALUD","SUR","EXTRANJEROS",1,7,8
"HUERTA DE LA SALUD","SUR","TOTAL POBLACION",78,58,136
"HUERTA DE SANTA TERESA","S. PABLO-STA. JUSTA","ESPAÑOLES",78,58,136
"HUERTA DE SANTA TERESA","S. PABLO-STA. JUSTA","EXTRANJEROS",14,12,26
"HUERTA DE SANTA TERESA","S. PABLO-STA. JUSTA","TOTAL POBLACION",92,70,162
"HUERTA DEL PILAR","NERVION","ESPAÑOLES",70,66,136
"HUERTA DEL PILAR","NERVION","EXTRANJEROS",6,5,11
"HUERTA DEL PILAR","NERVION","TOTAL POBLACION",76,71,147
"JUAN XXIII","CERRO-AMATE","ESPAÑOLES",76,67,143
"JUAN XXIII","CERRO-AMATE","EXTRANJEROS",5,6,11
"JUAN XXIII","CERRO-AMATE","TOTAL POBLACION",81,73,154
"LA BACHILLERA","NORTE","ESPAÑOLES",17,18,35
"LA BACHILLERA","NORTE","EXTRANJEROS",4,0,4
"LA BACHILLERA","NORTE","TOTAL POBLACION",21,18,39
"LA BARZOLA","MACARENA","ESPAÑOLES",14,11,25
"LA BARZOLA","MACARENA","EXTRANJEROS",1,4,5
"LA BARZOLA","MACARENA","TOTAL POBLACION",15,15,30
"LA BUHAIRA","NERVION","ESPAÑOLES",134,136,270
"LA BUHAIRA","NERVION","EXTRANJEROS",16,12,28
"LA BUHAIRA","NERVION","TOTAL POBLACION",150,148,298
"LA CALZADA","NERVION","ESPAÑOLES",45,37,82
"LA CALZADA","NERVION","EXTRANJEROS",5,3,8
"LA CALZADA","NERVION","TOTAL POBLACION",50,40,90
"LA CORZA","S. PABLO-STA. JUSTA","ESPAÑOLES",6,14,20
"LA CORZA","S. PABLO-STA. JUSTA","TOTAL POBLACION",6,14,20
"LA FLORIDA","NERVION","ESPAÑOLES",30,34,64
"LA FLORIDA","NERVION","EXTRANJEROS",3,1,4
"LA FLORIDA","NERVION","TOTAL POBLACION",33,35,68
"LA OLIVA","SUR","ESPAÑOLES",59,81,140
"LA OLIVA","SUR","EXTRANJEROS",16,15,31
"LA OLIVA","SUR","TOTAL POBLACION",75,96,171
"LA PALMILLA-DOCTOR MARA¿ON","MACARENA","ESPAÑOLES",35,17,52
"LA PALMILLA-DOCTOR MARA¿ON","MACARENA","EXTRANJEROS",15,17,32
"LA PALMILLA-DOCTOR MARA¿ON","MACARENA","TOTAL POBLACION",50,34,84
"LA PAZ-LAS GOLONDRINAS","MACARENA","ESPAÑOLES",37,32,69
"LA PAZ-LAS GOLONDRINAS","MACARENA","EXTRANJEROS",9,12,21
"LA PAZ-LAS GOLONDRINAS","MACARENA","TOTAL POBLACION",46,44,90
"LA PLATA","CERRO-AMATE","ESPAÑOLES",130,134,264
"LA PLATA","CERRO-AMATE","EXTRANJEROS",61,40,101
"LA PLATA","CERRO-AMATE","TOTAL POBLACION",191,174,365
"LAS ALMENAS","NORTE","ESPAÑOLES",22,28,50
"LAS ALMENAS","NORTE","EXTRANJEROS",3,2,5
"LAS ALMENAS","NORTE","TOTAL POBLACION",25,30,55
"LAS AVENIDAS","MACARENA","ESPAÑOLES",49,36,85
"LAS AVENIDAS","MACARENA","EXTRANJEROS",16,5,21
"LAS AVENIDAS","MACARENA","TOTAL POBLACION",65,41,106
"LAS HUERTAS","S. PABLO-STA. JUSTA","ESPAÑOLES",41,31,72
"LAS HUERTAS","S. PABLO-STA. JUSTA","EXTRANJEROS",5,3,8
"LAS HUERTAS","S. PABLO-STA. JUSTA","TOTAL POBLACION",46,34,80
"LAS LETANIAS","SUR","ESPAÑOLES",39,39,78
"LAS LETANIAS","SUR","EXTRANJEROS",13,10,23
"LAS LETANIAS","SUR","TOTAL POBLACION",52,49,101
"LAS NACIONES-PARQUE ATLANTICO-LAS DALIAS","NORTE","ESPAÑOLES",24,28,52
"LAS NACIONES-PARQUE ATLANTICO-LAS DALIAS","NORTE","EXTRANJEROS",5,3,8
"LAS NACIONES-PARQUE ATLANTICO-LAS DALIAS","NORTE","TOTAL POBLACION",29,31,60
"LEON XIII-LOS NARANJOS","MACARENA","ESPAÑOLES",51,55,106
"LEON XIII-LOS NARANJOS","MACARENA","EXTRANJEROS",18,9,27
"LEON XIII-LOS NARANJOS","MACARENA","TOTAL POBLACION",69,64,133
"LOS ARCOS","NORTE","ESPAÑOLES",32,31,63
"LOS ARCOS","NORTE","EXTRANJEROS",1,3,4
"LOS ARCOS","NORTE","TOTAL POBLACION",33,34,67
"LOS CARTEROS","NORTE","ESPAÑOLES",2,5,7
"LOS CARTEROS","NORTE","EXTRANJEROS",1,0,1
"LOS CARTEROS","NORTE","TOTAL POBLACION",3,5,8
"LOS PAJAROS","CERRO-AMATE","ESPAÑOLES",124,145,269
"LOS PAJAROS","CERRO-AMATE","EXTRANJEROS",48,38,86
"LOS PAJAROS","CERRO-AMATE","TOTAL POBLACION",172,183,355
"LOS PRINCIPES-LA FONTANILLA","MACARENA","ESPAÑOLES",64,64,128
"LOS PRINCIPES-LA FONTANILLA","MACARENA","EXTRANJEROS",8,11,19
"LOS PRINCIPES-LA FONTANILLA","MACARENA","TOTAL POBLACION",72,75,147
"LOS REMEDIOS","LOS REMEDIOS","ESPAÑOLES",247,294,541
"LOS REMEDIOS","LOS REMEDIOS","EXTRANJEROS",11,27,38
"LOS REMEDIOS","LOS REMEDIOS","TOTAL POBLACION",258,321,579
"MACARENA TRES HUERTAS-MACARENA CINCO","MACARENA","ESPAÑOLES",17,12,29
"MACARENA TRES HUERTAS-MACARENA CINCO","MACARENA","EXTRANJEROS",0,1,1
"MACARENA TRES HUERTAS-MACARENA CINCO","MACARENA","TOTAL POBLACION",17,13,30
"MUSEO","CASCO ANTIGUO","ESPAÑOLES",72,63,135
"MUSEO","CASCO ANTIGUO","EXTRANJEROS",8,9,17
"MUSEO","CASCO ANTIGUO","TOTAL POBLACION",80,72,152
"NERVION","NERVION","ESPAÑOLES",129,158,287
"NERVION","NERVION","EXTRANJEROS",10,24,34
"NERVION","NERVION","TOTAL POBLACION",139,182,321
"PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","ESTE","ESPAÑOLES",154,146,300
"PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","ESTE","EXTRANJEROS",49,32,81
"PALACIO DE CONGRESOS, URBADIEZ, ENTREPUENTES","ESTE","TOTAL POBLACION",203,178,381
"PALMETE","CERRO-AMATE","ESPAÑOLES",185,174,359
"PALMETE","CERRO-AMATE","EXTRANJEROS",22,20,42
"PALMETE","CERRO-AMATE","TOTAL POBLACION",207,194,401
"PARQUE ALCOSA-JARDINES DEL ED¿N","ESTE","ESPAÑOLES",251,226,477
"PARQUE ALCOSA-JARDINES DEL ED¿N","ESTE","EXTRANJEROS",21,27,48
"PARQUE ALCOSA-JARDINES DEL ED¿N","ESTE","TOTAL POBLACION",272,253,525
"PARQUE ALCOSA-JARDINES DEL EDEN","ESTE","ESPAÑOLES",14,9,23
"PARQUE ALCOSA-JARDINES DEL EDEN","ESTE","TOTAL POBLACION",14,9,23
"PEDRO SALVADOR-LAS PALMERITAS-GUADAIRA","BELLAVISTA-LA PALMERA","ESPAÑOLES",37,42,79
"PEDRO SALVADOR-LAS PALMERITAS-GUADAIRA","BELLAVISTA-LA PALMERA","EXTRANJEROS",1,2,3
"PEDRO SALVADOR-LAS PALMERITAS-GUADAIRA","BELLAVISTA-LA PALMERA","TOTAL POBLACION",38,44,82
"PINO FLORES","MACARENA","ESPAÑOLES",33,29,62
"PINO FLORES","MACARENA","EXTRANJEROS",6,2,8
"PINO FLORES","MACARENA","TOTAL POBLACION",39,31,70
"PIO XII","MACARENA","ESPAÑOLES",37,57,94
"PIO XII","MACARENA","EXTRANJEROS",8,7,15
"PIO XII","MACARENA","TOTAL POBLACION",45,64,109
"POLIGONO NORTE","MACARENA","ESPAÑOLES",54,59,113
"POLIGONO NORTE","MACARENA","EXTRANJEROS",24,14,38
"POLIGONO NORTE","MACARENA","TOTAL POBLACION",78,73,151
"POLIGONO SUR","SUR","ESPAÑOLES",202,235,437
"POLIGONO SUR","SUR","EXTRANJEROS",30,24,54
"POLIGONO SUR","SUR","TOTAL POBLACION",232,259,491
"RETIRO OBRERO","MACARENA","ESPAÑOLES",15,19,34
"RETIRO OBRERO","MACARENA","EXTRANJEROS",1,2,3
"RETIRO OBRERO","MACARENA","TOTAL POBLACION",16,21,37
"ROCHELAMBERT","CERRO-AMATE","ESPAÑOLES",78,72,150
"ROCHELAMBERT","CERRO-AMATE","EXTRANJEROS",8,17,25
"ROCHELAMBERT","CERRO-AMATE","TOTAL POBLACION",86,89,175
"SAN BARTOLOME","CASCO ANTIGUO","ESPAÑOLES",72,63,135
"SAN BARTOLOME","CASCO ANTIGUO","EXTRANJEROS",7,6,13
"SAN BARTOLOME","CASCO ANTIGUO","NO CONSTA",1,0,1
"SAN BARTOLOME","CASCO ANTIGUO","TOTAL POBLACION",80,69,149
"SAN BERNARDO","NERVION","ESPAÑOLES",47,40,87
"SAN BERNARDO","NERVION","EXTRANJEROS",1,2,3
"SAN BERNARDO","NERVION","TOTAL POBLACION",48,42,90
"SAN CARLOS-TARTESSOS","S. PABLO-STA. JUSTA","ESPAÑOLES",49,38,87
"SAN CARLOS-TARTESSOS","S. PABLO-STA. JUSTA","EXTRANJEROS",3,8,11
"SAN CARLOS-TARTESSOS","S. PABLO-STA. JUSTA","TOTAL POBLACION",52,46,98
"SAN DIEGO","NORTE","ESPAÑOLES",38,30,68
"SAN DIEGO","NORTE","EXTRANJEROS",2,4,6
"SAN DIEGO","NORTE","TOTAL POBLACION",40,34,74
"SAN GIL","CASCO ANTIGUO","ESPAÑOLES",109,99,208
"SAN GIL","CASCO ANTIGUO","EXTRANJEROS",11,12,23
"SAN GIL","CASCO ANTIGUO","TOTAL POBLACION",120,111,231
"SAN JERONIMO","NORTE","ESPAÑOLES",131,97,228
"SAN JERONIMO","NORTE","EXTRANJEROS",26,24,50
"SAN JERONIMO","NORTE","NO CONSTA",1,0,1
"SAN JERONIMO","NORTE","TOTAL POBLACION",158,121,279
"SAN JOSE OBRERO","S. PABLO-STA. JUSTA","ESPAÑOLES",82,99,181
"SAN JOSE OBRERO","S. PABLO-STA. JUSTA","EXTRANJEROS",5,17,22
"SAN JOSE OBRERO","S. PABLO-STA. JUSTA","TOTAL POBLACION",87,116,203
"SAN JULIAN","CASCO ANTIGUO","ESPAÑOLES",64,76,140
"SAN JULIAN","CASCO ANTIGUO","EXTRANJEROS",11,10,21
"SAN JULIAN","CASCO ANTIGUO","TOTAL POBLACION",75,86,161
"SAN LORENZO","CASCO ANTIGUO","ESPAÑOLES",73,52,125
"SAN LORENZO","CASCO ANTIGUO","EXTRANJEROS",8,11,19
"SAN LORENZO","CASCO ANTIGUO","TOTAL POBLACION",81,63,144
"SAN MATIAS","NORTE","ESPAÑOLES",3,5,8
"SAN MATIAS","NORTE","EXTRANJEROS",2,0,2
"SAN MATIAS","NORTE","TOTAL POBLACION",5,5,10
"SAN PABLO A Y B","S. PABLO-STA. JUSTA","ESPAÑOLES",75,75,150
"SAN PABLO A Y B","S. PABLO-STA. JUSTA","EXTRANJEROS",9,13,22
"SAN PABLO A Y B","S. PABLO-STA. JUSTA","TOTAL POBLACION",84,88,172
"SAN PABLO C","S. PABLO-STA. JUSTA","ESPAÑOLES",53,33,86
"SAN PABLO C","S. PABLO-STA. JUSTA","EXTRANJEROS",2,3,5
"SAN PABLO C","S. PABLO-STA. JUSTA","TOTAL POBLACION",55,36,91
"SAN PABLO D Y E","S. PABLO-STA. JUSTA","ESPAÑOLES",79,86,165
"SAN PABLO D Y E","S. PABLO-STA. JUSTA","EXTRANJEROS",8,11,19
"SAN PABLO D Y E","S. PABLO-STA. JUSTA","NO CONSTA",1,0,1
"SAN PABLO D Y E","S. PABLO-STA. JUSTA","TOTAL POBLACION",88,97,185
"SAN ROQUE","NERVION","ESPAÑOLES",34,43,77
"SAN ROQUE","NERVION","EXTRANJEROS",10,11,21
"SAN ROQUE","NERVION","TOTAL POBLACION",44,54,98
"SAN VICENTE","CASCO ANTIGUO","ESPAÑOLES",70,67,137
"SAN VICENTE","CASCO ANTIGUO","EXTRANJEROS",10,12,22
"SAN VICENTE","CASCO ANTIGUO","TOTAL POBLACION",80,79,159
"SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","CERRO-AMATE","ESPAÑOLES",119,116,235
"SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","CERRO-AMATE","EXTRANJEROS",28,28,56
"SANTA AURELIA-CANTABRICO-ATLANTICO-LA ROMERIA","CERRO-AMATE","TOTAL POBLACION",147,144,291
"SANTA CATALINA","CASCO ANTIGUO","ESPAÑOLES",49,59,108
"SANTA CATALINA","CASCO ANTIGUO","EXTRANJEROS",6,4,10
"SANTA CATALINA","CASCO ANTIGUO","TOTAL POBLACION",55,63,118
"SANTA CLARA","S. PABLO-STA. JUSTA","ESPAÑOLES",72,63,135
"SANTA CLARA","S. PABLO-STA. JUSTA","EXTRANJEROS",6,5,11
"SANTA CLARA","S. PABLO-STA. JUSTA","TOTAL POBLACION",78,68,146
"SANTA CRUZ","CASCO ANTIGUO","ESPAÑOLES",31,35,66
"SANTA CRUZ","CASCO ANTIGUO","EXTRANJEROS",7,6,13
"SANTA CRUZ","CASCO ANTIGUO","TOTAL POBLACION",38,41,79
"SANTA JUSTA Y RUFINA-PARQUE MIRAFLORES","MACARENA","ESPAÑOLES",10,14,24
"SANTA JUSTA Y RUFINA-PARQUE MIRAFLORES","MACARENA","EXTRANJEROS",2,0,2
"SANTA JUSTA Y RUFINA-PARQUE MIRAFLORES","MACARENA","TOTAL POBLACION",12,14,26
"SANTA MARIA DE ORDAS-SAN NICOLAS","MACARENA","ESPAÑOLES",35,46,81
"SANTA MARIA DE ORDAS-SAN NICOLAS","MACARENA","EXTRANJEROS",1,3,4
"SANTA MARIA DE ORDAS-SAN NICOLAS","MACARENA","TOTAL POBLACION",36,49,85
"SECTOR SUR-LA PALMERA-REINA MERCEDES","BELLAVISTA-LA PALMERA","ESPAÑOLES",70,79,149
"SECTOR SUR-LA PALMERA-REINA MERCEDES","BELLAVISTA-LA PALMERA","EXTRANJEROS",4,12,16
"SECTOR SUR-LA PALMERA-REINA MERCEDES","BELLAVISTA-LA PALMERA","TOTAL POBLACION",74,91,165
"TABLADA","LOS REMEDIOS","ESPAÑOLES",32,21,53
"TABLADA","LOS REMEDIOS","EXTRANJEROS",5,3,8
"TABLADA","LOS REMEDIOS","TOTAL POBLACION",37,24,61
"TABLADILLA-LA ESTRELLA","SUR","ESPAÑOLES",48,52,100
"TABLADILLA-LA ESTRELLA","SUR","EXTRANJEROS",1,3,4
"TABLADILLA-LA ESTRELLA","SUR","TOTAL POBLACION",49,55,104
"TIRO DE LINEA-SANTA GENOVEVA","SUR","ESPAÑOLES",60,61,121
"TIRO DE LINEA-SANTA GENOVEVA","SUR","EXTRANJEROS",6,10,16
"TIRO DE LINEA-SANTA GENOVEVA","SUR","TOTAL POBLACION",66,71,137
"TORREBLANCA ","ESTE","ESPAÑOLES",195,220,415
"TORREBLANCA ","ESTE","EXTRANJEROS",42,22,64
"TORREBLANCA ","ESTE","TOTAL POBLACION",237,242,479
"TRIANA CASCO ANTIGUO","TRIANA","ESPAÑOLES",105,112,217
"TRIANA CASCO ANTIGUO","TRIANA","EXTRANJEROS",19,23,42
"TRIANA CASCO ANTIGUO","TRIANA","TOTAL POBLACION",124,135,259
"TRIANA ESTE","TRIANA","ESPAÑOLES",172,186,358
"TRIANA ESTE","TRIANA","EXTRANJEROS",17,32,49
"TRIANA ESTE","TRIANA","TOTAL POBLACION",189,218,407
"TRIANA OESTE","TRIANA","ESPAÑOLES",178,197,375
"TRIANA OESTE","TRIANA","EXTRANJEROS",16,29,45
"TRIANA OESTE","TRIANA","TOTAL POBLACION",194,226,420
"VALDEZORRAS","NORTE","ESPAÑOLES",32,25,57
"VALDEZORRAS","NORTE","EXTRANJEROS",2,4,6
"VALDEZORRAS","NORTE","TOTAL POBLACION",34,29,63
"VILLEGAS","MACARENA","ESPAÑOLES",41,46,87
"VILLEGAS","MACARENA","EXTRANJEROS",12,16,28
"VILLEGAS","MACARENA","TOTAL POBLACION",53,62,115
"ZODIACO","S. PABLO-STA. JUSTA","ESPAÑOLES",14,13,27
"ZODIACO","S. PABLO-STA. JUSTA","EXTRANJEROS",5,3,8
"ZODIACO","S. PABLO-STA. JUSTA","TOTAL POBLACION",19,16,35
